43.68675813,-79.59552737
43.69379116,-79.57188023
43.68081517,-79.59281296
43.72388969,-79.61580992
43.72170269,-79.57147176
43.69021298,-79.57702746
43.7302358,-79.59124128
43.72351285,-79.61900133
43.68794902,-79.58678411
43.71332026,-79.55965099
43.75786287,-79.60334066
43.73156564,-79.60724549
43.73156564,-79.60724549
43.68951723,-79.58726582
43.68951723,-79.58726582
43.72375357,-79.61688986
43.73219045,-79.61423505
43.73677452,-79.59166379
43.73677452,-79.59166379
43.70602991,-79.60417825
43.70258119,-79.57296584
43.75230198,-79.59926221
43.73904095,-79.59613804
43.73168881,-79.61177392
43.68951723,-79.58726582
43.70602991,-79.60417825
43.73091013,-79.59941174
43.71176933,-79.59097544
43.73091013,-79.59941174
43.72787024,-79.59451745
43.69355886,-79.59861749
43.73236392,-79.61821394
43.73166845,-79.57635547
43.71915789,-79.60342029
43.71653266,-79.59257596
43.70822708,-79.565058
43.73106697,-79.59498605
43.73121743,-79.58976434
43.75418111,-79.619798
43.7501869,-79.60016615
43.7203676,-79.57954861
43.72040494,-79.61255501
43.72351285,-79.61900133
43.74364194,-79.60387564
43.73141324,-79.5773979
43.74428237,-79.60751813
43.7234394,-79.57232713
43.73091013,-79.59941174
43.71881059,-79.58335337
43.72388969,-79.61580992
43.73141324,-79.5773979
43.72040494,-79.61255501
43.73463396,-79.60096203
43.70602991,-79.60417825
43.71154887,-79.57133239
43.72535689,-79.57542692
43.72442252,-79.60299476
43.74895954,-79.60295512
43.74895954,-79.60295512
43.74895954,-79.60295512
43.70331418,-79.60295554
43.73401277,-79.59033164
43.74428838,-79.59532854
43.72602587,-79.58668326
43.71154887,-79.57133239
43.71384637,-79.58107841
43.72892868,-79.60569089
43.73677452,-79.59166379
43.70602991,-79.60417825
43.73601858,-79.59491671
43.71844401,-79.60169835
43.73166845,-79.57635547
43.73217787,-79.61330673
43.73217787,-79.61330673
43.73091013,-79.59941174
43.71467196,-79.59220978
43.73091013,-79.59941174
43.73377335,-79.59350023
43.73168881,-79.61177392
43.75063863,-79.59974956
43.72326408,-79.60166158
43.71176933,-79.59097544
43.73091013,-79.59941174
43.73011661,-79.58851877
43.73011661,-79.58851877
43.7227334,-79.57460233
43.73236392,-79.61821394
43.72388969,-79.61580992
43.73609447,-79.59676065
43.74591258,-79.62194106
43.73106697,-79.59498605
43.72396506,-79.57338673
43.73377335,-79.59350023
43.72844426,-79.59205833
43.73168881,-79.61177392
43.71844401,-79.60169835
43.71170516,-79.56666332
43.71415282,-79.56784186
43.70602991,-79.60417825
43.74428237,-79.60751813
43.72892868,-79.60569089
43.75300241,-79.62508866
43.70263577,-79.58908062
43.7483105,-79.59968067
