43.654304,-79.3969122
43.65438779999999,-79.3969242
43.654296,-79.396791
43.6541698,-79.3967243
43.6541982,-79.39709049999999
43.6543596,-79.3973226
43.6537341,-79.3930124
43.6532057,-79.40004929999999
43.6486795,-79.3803231
43.653226,-79.3831843
43.6689775,-79.29021329999999
51.253775,-85.323214
56.130366,-106.346771
43.654304,-79.3969122
43.65438779999999,-79.3969242
43.654296,-79.396791
43.6541698,-79.3967243
43.6541982,-79.39709049999999
43.6543596,-79.3973226
43.6537341,-79.3930124
43.6532057,-79.40004929999999
43.6486795,-79.3803231
43.653226,-79.3831843
43.6689775,-79.29021329999999
51.253775,-85.323214
56.130366,-106.346771
43.654304,-79.3969122
43.6576803,-79.3878838
43.6570966,-79.38772469999999
43.6578683,-79.3879821
43.6578485,-79.388081
43.6570957,-79.3877344
43.6603242,-79.3937162
43.6579524,-79.3873826
43.6548046,-79.3883031
43.6486795,-79.3803231
43.653226,-79.3831843
43.6689775,-79.29021329999999
51.253775,-85.323214
56.130366,-106.346771
43.6575968,-79.3876116
